epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,1036.05,0.50431,0.45995,1.00161,0.91907,0.91458,0.9427,0.66851,1.02039,0.68874,1.1578,0.000132193,0.000132193,0.000132193
188,1041.06,0.52055,0.45661,1,0.89809,0.91234,0.94319,0.66649,1.03518,0.68468,1.17287,0.000123941,0.000123941,0.000123941
189,1046.06,0.5153,0.47194,0.99844,0.89646,0.9163,0.94288,0.65793,1.05562,0.68179,1.18705,0.00011569,0.00011569,0.00011569
190,1050.94,0.51673,0.4722,1.00792,0.88524,0.94313,0.93948,0.65887,1.0792,0.70668,1.18992,0.000107438,0.000107438,0.000107438
191,1057.09,0.51576,0.74143,1.01413,0.83908,0.93312,0.93654,0.66351,1.05135,0.72945,1.17069,9.91865e-05,9.91865e-05,9.91865e-05
192,1062.37,0.52271,0.65186,0.99476,0.83193,0.91262,0.92246,0.65321,0.98406,0.77105,1.13614,9.09349e-05,9.09349e-05,9.09349e-05
193,1067.6,0.43039,0.54643,0.93708,0.86404,0.86414,0.90791,0.65578,0.97593,0.80348,1.12465,8.26832e-05,8.26832e-05,8.26832e-05
194,1072.62,0.4654,0.51407,0.96035,0.8596,0.86812,0.90466,0.6694,0.96112,0.8057,1.11272,7.44316e-05,7.44316e-05,7.44316e-05
195,1077.61,0.4637,0.45763,0.96286,0.92231,0.83505,0.92069,0.68157,0.952,0.78529,1.10863,6.61799e-05,6.61799e-05,6.61799e-05
196,1082.41,0.44221,0.43873,0.94059,0.95438,0.88331,0.93772,0.68507,0.96593,0.76029,1.13468,5.79283e-05,5.79283e-05,5.79283e-05
197,1087.18,0.43056,0.45576,0.93822,0.91808,0.91546,0.94053,0.69025,0.96612,0.75295,1.14017,4.96766e-05,4.96766e-05,4.96766e-05
198,1091.95,0.41404,0.43446,0.9401,0.91862,0.91812,0.9437,0.68511,0.97105,0.73345,1.14408,4.1425e-05,4.1425e-05,4.1425e-05
199,1097.11,0.40318,0.38596,0.93684,0.88841,0.91812,0.94048,0.68361,0.97501,0.73028,1.14366,3.31733e-05,3.31733e-05,3.31733e-05
200,1102.2,0.40457,0.41081,0.94991,0.8988,0.92715,0.94413,0.68705,0.99251,0.71521,1.15473,2.49217e-05,2.49217e-05,2.49217e-05
